ID,STATE,AGE,RACE,GENDER,EDUCATION,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
461926,UT,57,White,M,PhD,1,4,2,2,2,2,5,5,2,1,4,3,5,1,2,3,3,5,1,2,4,4,2,2,4
461935,MO,81,Hispanic,F,PhD,3,2,4,4,1,5,3,5,4,4,2,3,1,1,1,4,2,5,5,5,2,3,1,3,3
461944,MI,96,Pacific Islander,F,"B,Sc",1,3,2,2,1,3,5,4,3,3,4,2,1,3,2,2,2,5,3,1,3,1,5,1,2
461953,CO,82,White,F,GED,2,4,4,5,2,1,3,5,5,3,3,2,5,2,3,5,3,1,4,2,3,4,2,2,1
461962,ME,86,Asian,F,PhD,3,5,5,5,3,1,1,2,5,1,2,2,5,5,1,3,5,4,2,1,2,3,3,1,1
461971,CA,66,African American,F,"A,Sc",2,2,2,4,2,3,5,4,2,5,2,2,3,3,2,4,2,4,5,2,4,3,1,3,5
461980,CA,43,American Indian,F,M.Sc,2,4,4,3,4,1,4,5,3,3,5,4,4,3,3,3,3,1,4,3,5,3,4,1,4
461999,OH,59,Asian,F,"A,Sc",4,4,4,4,5,2,5,4,2,3,5,2,3,3,1,5,1,2,4,3,4,1,5,5,1
462008,NV,65,Asian,F,"A,Sc",5,4,1,5,4,1,2,2,2,2,2,4,1,4,1,2,2,1,4,3,1,4,4,5,3
462017,IN,72,White,M,GED,1,3,1,2,4,3,1,3,5,1,1,3,2,5,3,4,5,5,1,3,2,4,2,3,3
462026,AL,25,African American,M,M.Sc,5,5,5,1,5,2,1,3,5,5,4,4,1,4,2,4,4,2,1,5,4,4,4,5,2
462035,FL,92,Asian,M,"A,Sc",2,4,5,2,5,1,4,3,4,3,5,3,4,4,4,5,3,5,4,3,4,2,5,4,5
462044,ME,18,Pacific Islander,M,"B,Sc",3,2,2,5,3,4,3,3,2,4,3,4,5,2,1,3,3,5,4,4,3,5,1,5,5
462053,IL,56,White,F,M.Sc,5,2,1,5,3,5,5,4,5,1,2,2,1,5,3,5,1,1,5,1,1,2,5,2,5
462062,CA,89,Asian,F,"B,Sc",2,1,5,4,3,3,3,3,3,3,5,2,5,5,5,3,3,2,5,4,5,5,2,3,1
462071,WA,31,Hispanic,M,"A,Sc",5,4,4,3,4,4,5,4,4,2,2,2,1,4,2,4,2,4,2,5,4,1,3,3,5
462080,MD,70,American Indian,M,"B,Sc",4,2,5,2,4,5,5,4,4,5,2,1,4,2,5,3,1,2,1,3,2,4,5,3,3
462099,NC,27,African American,F,"A,Sc",5,3,5,5,3,2,4,2,5,3,1,3,5,2,5,1,4,3,2,2,5,5,2,3,3
462105,FL,96,Pacific Islander,M,High School,1,5,2,4,3,1,3,1,3,1,2,3,4,3,3,4,3,1,1,5,3,5,3,1,4
462114,NY,46,Pacific Islander,F,High School,4,4,1,1,4,5,4,4,4,3,3,2,3,1,5,5,5,3,1,1,2,1,2,1,3
462123,IN,37,African American,M,M.Sc,3,1,2,2,3,3,3,1,5,1,1,5,1,5,2,3,2,2,3,4,1,1,3,4,1
462132,NV,96,American Indian,F,PhD,5,4,3,4,2,1,4,5,1,5,2,3,2,5,3,4,3,2,3,3,1,1,1,2,5
462141,CO,72,Pacific Islander,M,"B,Sc",1,3,4,4,3,5,5,5,3,1,4,5,5,1,5,3,1,2,4,2,4,1,3,3,5
462150,MN,55,American Indian,F,"A,Sc",1,4,1,1,5,4,5,3,2,4,5,2,2,4,1,4,5,2,3,1,5,1,1,1,3
462169,OK,40,American Indian,F,High School,2,1,4,3,5,2,2,3,2,1,2,2,5,3,4,1,2,3,3,1,3,3,5,3,3
462178,UT,24,Pacific Islander,F,High School,2,4,2,3,3,5,3,4,1,4,2,3,1,4,2,3,4,1,1,2,1,4,1,4,3
462187,TN,46,Hispanic,M,"B,Sc",5,5,4,2,3,4,1,2,3,2,5,1,3,3,1,2,4,4,3,2,4,3,2,2,4
462196,MI,42,African American,M,PhD,3,3,4,4,2,3,5,5,3,5,3,4,5,4,3,4,2,4,5,1,5,3,5,2,3
462202,KY,39,White,F,High School,1,5,5,3,3,3,3,5,5,4,1,5,1,4,4,4,4,3,3,1,5,1,2,5,2
462211,NJ,39,Hispanic,M,PhD,1,3,3,2,3,4,3,4,2,3,1,1,5,5,3,1,2,5,4,5,3,5,4,4,5
462220,OR,18,White,M,"B,Sc",2,1,1,1,4,3,4,3,3,2,1,1,5,5,3,5,5,1,4,1,4,4,4,2,5
462239,CT,33,Pacific Islander,F,"B,Sc",5,1,1,3,4,4,4,2,3,3,1,3,5,3,2,2,4,5,3,1,1,3,1,2,5
462257,OH,19,Asian,M,GED,2,5,1,5,2,1,5,2,3,2,2,2,2,3,3,5,5,2,3,5,4,3,2,2,4
462266,OH,72,Pacific Islander,M,"A,Sc",3,1,1,3,2,4,1,3,1,5,3,4,3,4,2,1,2,4,4,5,3,3,4,1,2
462293,IL,29,Asian,M,"A,Sc",3,3,4,2,1,2,3,4,5,2,1,1,1,4,1,1,5,3,2,4,2,4,1,5,2
462309,IL,60,Pacific Islander,M,High School,1,1,2,4,4,1,5,2,1,4,3,3,2,4,2,2,4,4,5,4,2,3,4,4,2
462318,CO,78,Asian,F,M.Sc,4,1,3,4,1,3,4,1,3,5,3,5,5,2,1,1,5,5,1,3,1,5,3,1,1
462327,CO,54,Pacific Islander,M,PhD,4,2,4,4,5,1,4,4,4,4,3,3,4,2,3,2,2,2,2,1,1,5,3,4,2
462336,CA,32,American Indian,F,PhD,1,4,3,3,2,4,3,3,4,5,4,2,1,4,1,2,3,5,5,5,2,4,4,5,2
462345,IL,80,American Indian,F,PhD,5,3,4,4,1,3,5,3,1,5,4,4,5,1,4,5,5,5,5,3,4,5,2,2,4
462354,CA,50,Pacific Islander,M,M.Sc,1,3,4,1,1,3,2,1,5,2,5,1,2,4,1,3,5,3,2,4,5,2,5,2,2
462363,NC,37,Hispanic,F,PhD,2,1,5,2,1,5,1,1,3,2,5,4,1,5,4,3,4,4,5,3,5,3,5,3,3
462372,MD,59,Hispanic,F,"B,Sc",4,2,4,4,4,3,1,1,3,2,3,2,5,5,3,1,4,5,2,5,5,5,1,1,3
462390,MS,72,Pacific Islander,M,"B,Sc",3,5,2,2,3,5,5,4,2,1,3,3,4,3,3,1,5,3,3,2,4,5,3,5,1
462406,DE,24,Asian,M,GED,1,1,5,2,4,1,2,4,2,1,4,3,1,4,2,4,2,3,1,1,4,4,1,4,4
463621,WI,48,Pacific Islander,F,High School,3,1,5,1,5,5,3,2,3,3,5,4,5,5,5,2,3,4,5,4,5,2,4,1,3
465812,UT,21,White,M,"A,Sc",1,4,1,3,3,1,1,2,3,3,5,2,3,4,2,1,4,4,4,2,5,1,1,4,4
466152,OK,72,Hispanic,F,GED,1,1,2,5,3,1,5,5,2,5,5,1,4,5,2,4,5,2,1,2,2,4,1,2,3
466161,CO,26,White,M,PhD,3,2,4,3,5,1,1,3,2,4,3,5,5,3,5,3,5,1,4,3,5,3,4,4,4
466170,MO,25,Hispanic,F,GED,4,5,5,4,4,2,4,3,5,2,4,1,5,5,2,5,2,3,4,3,4,1,3,3,1
466189,CO,65,Hispanic,F,PhD,5,4,1,2,5,5,5,2,4,3,3,5,5,5,4,3,5,2,3,1,3,3,3,1,5
466514,WI,23,Asian,M,PhD,1,3,5,5,4,4,2,4,2,4,5,5,5,3,3,3,5,5,2,2,3,5,3,5,2
466523,MA,92,American Indian,M,High School,5,2,3,1,2,4,5,1,4,3,3,5,1,1,5,2,2,1,1,1,4,1,3,2,2
466921,MO,30,American Indian,M,M.Sc,3,2,4,5,1,1,1,5,2,3,5,4,5,1,4,1,1,4,2,4,3,2,2,5,4
466930,TX,72,Asian,F,High School,1,1,3,1,4,2,4,4,5,3,4,5,1,3,2,4,5,3,1,2,4,3,5,2,4
467058,CA,54,African American,M,GED,1,2,3,1,2,5,1,4,3,5,5,5,3,3,5,5,1,1,1,2,5,3,1,4,2
467094,NY,30,White,M,PhD,1,2,3,3,3,1,5,2,3,2,5,5,3,2,4,1,3,1,1,4,2,1,5,1,2
467155,IL,33,African American,F,M.Sc,3,1,1,2,1,5,4,4,4,4,2,4,5,2,2,1,5,5,5,2,3,5,1,5,2
467340,OH,59,White,M,"B,Sc",5,1,1,5,3,4,4,1,4,5,4,1,4,3,2,5,5,5,5,5,5,3,5,4,4
467368,CA,82,Hispanic,M,M.Sc,4,4,1,2,3,1,5,1,2,3,4,1,5,2,3,5,5,2,3,3,5,2,4,2,5
467508,TX,37,Hispanic,F,M.Sc,2,4,2,2,2,3,3,1,2,4,3,5,4,3,2,2,1,3,4,3,5,3,4,5,3
467517,AR,87,White,F,M.Sc,3,3,2,1,3,2,3,4,2,2,5,1,1,3,1,2,2,4,3,1,1,1,3,5,2
467526,MD,19,White,M,GED,3,4,3,5,5,4,5,2,5,4,5,1,4,2,1,1,1,1,3,3,2,2,5,2,3
467535,TX,83,Pacific Islander,F,GED,1,3,5,3,2,2,2,1,1,4,5,5,4,4,3,1,3,2,3,5,1,1,2,1,3
467544,FL,94,American Indian,F,"A,Sc",2,2,2,3,5,4,4,5,3,4,1,3,1,3,1,1,4,1,3,2,5,2,5,1,5
467553,TN,28,American Indian,M,GED,4,2,5,3,2,1,4,2,5,2,3,5,4,2,3,3,2,5,1,1,2,3,5,1,4
467562,AR,25,Asian,F,"A,Sc",3,3,2,1,1,3,3,3,4,3,4,1,4,3,3,2,2,2,4,5,2,1,1,1,4
467571,MI,45,African American,M,GED,3,1,5,1,4,4,1,1,1,3,2,1,3,5,2,3,4,4,4,5,3,2,5,2,2
467580,FL,87,African American,M,"A,Sc",5,4,2,1,5,4,5,1,4,4,4,1,4,1,5,3,3,2,5,2,5,2,1,1,1
467599,IL,98,Hispanic,F,GED,3,3,2,5,1,2,1,1,4,1,5,1,4,1,5,5,2,5,5,1,2,3,2,5,2
467605,VA,93,Asian,M,GED,2,1,2,2,2,3,5,4,5,1,3,3,1,1,2,2,5,5,3,5,1,1,1,3,4
467614,IN,46,Pacific Islander,F,"B,Sc",2,1,1,1,4,5,2,2,2,3,3,5,3,4,3,3,3,5,3,1,2,2,5,4,1
467623,TN,59,White,F,M.Sc,5,3,1,4,2,2,5,4,3,5,4,4,4,3,5,4,2,3,3,5,2,2,2,1,3
467632,TX,47,Asian,F,"A,Sc",4,4,1,3,3,2,5,5,2,2,3,2,1,4,2,5,2,3,1,1,3,2,4,3,3
467641,IN,95,Asian,M,PhD,4,4,1,1,1,2,2,5,4,2,3,5,3,4,1,1,2,1,3,5,3,2,3,5,4
467650,VA,57,Hispanic,F,High School,4,4,1,2,1,2,3,1,3,1,1,3,1,1,3,3,4,5,3,2,1,5,3,4,5
467669,OH,93,Hispanic,M,PhD,1,3,3,5,4,1,3,2,4,4,4,5,2,2,4,4,4,3,5,4,4,3,5,1,4
467678,TX,40,Pacific Islander,M,GED,5,2,4,3,5,4,3,5,2,4,1,4,3,5,4,1,3,1,3,1,4,3,1,3,4
467784,GA,74,White,M,"A,Sc",5,4,3,5,5,4,1,5,4,2,3,3,3,4,2,5,2,5,3,5,4,4,5,2,3
467793,ID,63,American Indian,M,High School,1,2,2,3,2,5,5,1,3,4,3,1,3,2,3,1,1,5,2,2,1,3,4,5,5
467809,WI,28,Hispanic,F,M.Sc,2,3,5,2,2,1,3,3,2,5,3,2,1,4,2,5,2,2,3,1,4,1,3,2,5
467863,SC,99,Pacific Islander,M,"B,Sc",5,4,3,4,1,2,4,1,2,4,5,3,1,1,1,4,5,4,1,5,2,1,3,2,3
467872,SC,56,Hispanic,F,GED,5,1,2,3,1,1,4,1,2,5,3,5,5,1,3,5,1,1,4,1,1,3,3,1,3
467881,IL,38,White,M,High School,4,5,3,1,2,5,1,3,1,4,3,3,1,4,5,1,4,4,4,3,3,5,5,1,4
467906,SC,65,African American,F,GED,4,3,5,1,4,5,1,3,3,2,3,2,5,2,1,5,4,1,4,3,4,4,3,2,4
468006,GA,96,Pacific Islander,F,GED,5,5,5,1,1,1,2,2,3,2,4,5,2,2,5,1,1,4,4,2,3,5,1,5,2
468015,TX,32,African American,M,M.Sc,2,4,1,3,5,1,1,5,1,4,3,4,1,3,3,3,3,5,4,1,4,1,3,3,5
468024,MI,64,African American,F,High School,4,4,1,1,4,3,1,2,5,3,4,1,3,3,4,4,5,2,4,3,2,5,1,1,2
468246,OR,70,White,M,"A,Sc",3,2,4,5,4,4,4,5,3,3,1,4,3,1,3,1,2,2,5,2,2,5,2,5,1
468255,OR,84,Pacific Islander,M,"A,Sc",3,2,4,5,4,4,1,2,4,3,3,1,2,4,3,5,1,5,1,1,5,4,1,2,2
468398,NC,60,African American,M,High School,2,1,1,4,1,3,4,5,3,3,2,2,3,3,2,1,4,1,3,5,4,4,3,2,1
468705,KY,75,Asian,M,PhD,2,1,5,2,1,3,5,3,4,2,4,1,4,4,3,2,4,1,2,4,5,5,1,3,4
468723,PR,70,Hispanic,M,High School,2,1,3,2,4,2,2,5,4,5,1,5,1,2,5,3,1,5,2,1,1,4,2,4,5
468732,FL,76,White,M,"B,Sc",4,1,5,1,5,3,4,3,4,3,1,3,5,3,4,2,3,1,1,1,4,1,3,4,2
468769,CA,24,White,F,High School,1,5,1,4,3,4,4,4,3,3,5,5,5,2,3,1,3,5,5,3,2,3,5,2,2
468866,NY,74,Hispanic,M,"B,Sc",2,1,5,4,4,1,2,3,4,2,3,2,2,4,5,4,2,3,2,1,3,2,2,1,2
468875,TX,82,Hispanic,M,M.Sc,5,2,4,4,1,1,2,5,1,1,4,4,1,4,3,5,3,5,3,2,4,4,4,2,2
468893,LA,54,Asian,M,"A,Sc",3,3,5,3,3,1,4,1,1,2,3,3,2,5,3,4,5,2,3,2,4,4,3,2,4
468963,MA,82,White,F,M.Sc,3,1,4,2,4,4,3,4,1,1,4,5,3,1,2,5,3,3,4,1,1,3,2,3,2
469054,OH,29,Pacific Islander,F,"B,Sc",2,4,3,1,5,3,4,2,5,5,4,2,4,3,5,1,3,3,1,5,1,3,1,3,4
469124,NV,77,Hispanic,M,"A,Sc",2,4,1,1,3,4,2,3,2,4,1,5,1,3,4,1,5,2,4,4,3,1,3,4,4
469133,AZ,97,White,M,PhD,2,1,3,1,3,3,5,3,5,1,4,5,4,2,5,1,5,2,2,2,5,1,5,2,2
469142,AZ,45,Pacific Islander,F,PhD,2,5,2,4,2,1,5,2,5,3,2,4,2,1,2,3,1,1,4,3,3,4,5,2,4
469151,CO,35,Pacific Islander,M,"A,Sc",5,3,2,1,5,3,5,4,5,2,1,4,1,1,1,1,2,1,3,1,4,1,3,5,4
469160,CO,46,White,M,"A,Sc",5,3,1,4,3,1,5,2,5,2,4,1,5,2,5,1,1,3,5,5,2,2,5,5,1
469188,OR,61,Asian,M,PhD,4,2,5,5,2,1,5,2,2,2,1,4,5,2,3,5,4,2,5,1,2,2,4,2,5
469197,TX,42,African American,F,"B,Sc",4,4,4,4,2,2,1,5,5,5,5,4,4,2,2,1,4,5,2,5,4,5,3,2,3
469391,PR,72,Hispanic,M,M.Sc,1,5,4,1,3,5,4,5,5,5,2,1,4,3,3,2,4,4,4,2,2,3,4,3,1
469407,PR,19,American Indian,F,M.Sc,5,4,4,3,5,5,5,5,3,4,1,3,5,4,5,1,1,3,2,1,3,3,2,1,3
469416,PR,69,American Indian,M,PhD,1,1,3,5,2,2,4,1,1,4,4,3,3,2,3,3,1,2,4,2,5,1,5,3,4
469568,IL,67,American Indian,F,M.Sc,3,4,1,2,4,2,3,5,2,5,2,5,4,1,2,1,3,1,3,4,1,4,2,5,5
469586,PA,50,African American,F,High School,5,2,2,5,4,1,3,3,4,4,4,4,3,4,3,3,3,5,5,3,3,2,4,3,4
469610,AZ,31,Hispanic,M,High School,1,1,2,3,3,1,5,3,4,5,3,1,1,5,2,4,1,3,1,4,2,1,2,1,5
469629,OK,22,Hispanic,M,High School,4,3,1,4,3,2,1,2,1,3,1,2,5,2,5,4,5,1,3,3,1,5,2,5,5
469638,IL,52,Asian,M,PhD,3,3,1,1,5,3,5,1,3,1,5,3,1,2,4,2,3,2,4,3,3,2,5,2,4
469647,NJ,70,Hispanic,M,"B,Sc",4,4,2,2,5,1,2,2,4,2,1,5,2,3,3,1,4,4,4,4,1,2,3,2,5
469911,LA,79,Asian,M,M.Sc,5,4,4,5,4,3,5,5,1,2,2,1,5,5,3,5,5,3,1,5,2,1,4,2,4
469920,LA,67,Asian,M,GED,4,3,2,2,4,1,5,2,3,5,4,1,3,4,3,2,3,2,1,1,4,2,1,1,4
469957,CA,83,African American,F,"B,Sc",4,1,3,4,3,1,1,4,2,4,3,5,1,5,2,4,3,3,5,1,3,3,5,5,4
469975,MI,97,White,M,GED,4,4,4,1,1,4,3,2,5,5,4,5,3,4,4,1,5,3,3,1,2,1,5,5,4
469993,TN,86,Pacific Islander,F,"B,Sc",4,4,5,3,3,1,2,1,3,4,2,1,4,2,5,3,2,1,5,3,2,5,3,1,2
470047,KS,98,Asian,F,High School,5,3,1,4,1,4,5,5,4,1,3,2,5,2,4,2,5,4,1,5,5,5,5,3,3
470092,WI,78,Pacific Islander,F,"B,Sc",5,4,4,5,4,5,2,2,3,5,1,3,4,5,5,4,4,4,1,1,4,3,5,4,1
470162,AL,28,Pacific Islander,F,"B,Sc",5,4,4,1,1,1,2,3,5,4,5,2,2,2,1,1,3,4,1,3,4,2,5,1,4
470223,GA,97,Asian,F,PhD,2,4,2,4,3,1,4,4,3,3,2,1,3,1,1,2,2,5,3,4,5,1,5,5,3
470269,CA,23,Asian,F,GED,2,2,2,2,5,2,3,5,3,1,4,5,4,3,2,4,5,1,1,1,2,4,4,4,4
470296,TX,43,African American,F,M.Sc,5,4,1,4,4,5,4,3,4,2,1,1,1,2,2,1,5,2,4,3,3,4,1,5,5
470302,CA,45,Hispanic,F,"A,Sc",2,5,3,3,2,5,4,4,3,4,2,1,4,3,4,1,1,2,3,3,5,4,1,5,5
470393,IL,44,African American,F,"A,Sc",5,2,5,2,3,3,1,3,4,5,2,1,4,5,4,5,3,2,5,1,1,5,2,5,1
470852,FL,91,American Indian,F,GED,1,4,2,5,1,4,4,3,4,3,3,3,4,5,3,2,3,5,3,5,1,3,2,2,2
470861,AZ,88,Asian,M,"B,Sc",5,5,5,1,1,4,2,5,4,5,1,1,4,1,3,4,2,5,3,4,4,3,4,3,1
470870,MN,45,Hispanic,M,"A,Sc",3,1,5,5,1,3,4,2,3,5,1,5,1,2,4,3,2,1,1,3,3,2,1,4,3
470889,FL,50,American Indian,F,GED,3,3,2,2,1,4,1,2,1,3,2,4,4,3,2,3,2,5,2,4,2,3,5,4,3
470898,TX,59,Asian,F,"B,Sc",4,2,1,2,1,1,5,4,1,2,3,1,1,4,4,1,1,3,5,3,2,1,3,4,4
470904,SC,65,American Indian,F,"B,Sc",5,4,5,1,3,3,2,4,5,5,2,2,1,3,5,4,1,4,2,3,5,4,1,4,3
474702,TN,87,Pacific Islander,F,PhD,1,4,2,5,5,1,2,3,4,4,4,4,5,1,4,1,4,1,2,5,2,1,4,4,1
474863,CA,99,African American,M,M.Sc,2,5,2,3,1,3,3,1,3,3,1,1,2,4,4,2,5,5,4,3,3,4,2,1,3
474881,MN,75,Hispanic,M,GED,5,4,4,2,4,3,2,3,3,3,5,5,2,2,1,2,4,2,4,5,4,4,2,4,5
474890,AZ,47,African American,M,M.Sc,2,3,4,4,2,3,5,1,4,2,5,5,5,4,3,1,4,1,1,1,5,3,3,5,4
474906,ID,62,Pacific Islander,M,M.Sc,3,5,1,5,5,2,2,3,5,1,4,4,5,5,4,3,3,4,1,5,3,5,2,4,4
474915,AZ,45,Hispanic,M,GED,5,4,2,5,1,4,1,4,5,3,2,5,4,2,2,4,1,4,4,5,4,4,5,3,2
474924,UT,65,African American,F,PhD,5,3,5,4,3,4,1,1,4,1,4,3,4,2,2,1,1,2,3,5,1,3,5,2,2
474933,FL,37,African American,M,"B,Sc",1,1,2,5,1,5,3,3,5,4,4,5,2,2,1,4,1,5,3,1,4,2,1,3,5
474942,FL,54,White,M,"B,Sc",2,5,2,1,2,4,4,5,1,1,4,1,3,1,1,3,2,4,3,4,5,1,2,5,1
474951,LA,92,American Indian,M,PhD,3,1,3,1,5,2,2,5,2,4,2,1,5,4,2,4,3,2,5,1,5,3,4,4,3
474960,LA,79,Pacific Islander,F,"A,Sc",5,5,1,2,5,1,5,1,4,1,4,3,1,3,4,4,1,3,4,1,4,1,3,1,5
474979,LA,67,Hispanic,F,GED,2,2,4,2,5,3,4,5,3,1,1,4,5,3,3,5,3,5,3,2,2,3,5,4,2
474997,PA,67,American Indian,F,GED,3,1,3,3,1,1,1,4,1,2,3,4,5,1,1,3,1,2,4,2,1,1,5,1,1
475015,IA,43,African American,F,PhD,5,2,4,5,2,3,4,3,2,4,5,2,4,5,5,1,4,2,3,5,4,2,3,5,5
475024,NJ,27,American Indian,M,M.Sc,1,4,2,1,3,2,3,5,3,1,3,2,1,3,1,1,2,2,2,2,4,5,5,2,3
475033,NY,80,Asian,M,M.Sc,5,5,4,1,5,2,5,5,3,4,5,5,3,3,4,2,2,5,1,4,5,5,5,4,1
475042,OK,79,Pacific Islander,F,PhD,1,3,5,2,2,2,1,3,5,1,4,1,3,3,5,2,4,1,3,3,5,1,4,5,3
475051,TX,34,African American,F,M.Sc,5,3,3,4,1,2,4,2,2,3,2,3,2,4,3,1,1,5,2,2,5,2,5,5,2
475060,GA,84,American Indian,M,"B,Sc",3,5,1,3,4,4,3,3,2,1,4,2,1,4,3,1,5,1,2,4,3,5,5,4,3
475079,MS,91,Hispanic,F,High School,2,3,1,4,2,3,3,2,3,3,2,4,3,5,3,2,4,4,3,3,1,3,1,5,1
475088,PA,78,White,F,"A,Sc",2,5,4,4,1,2,4,1,5,3,5,2,1,3,2,4,2,2,3,3,1,4,4,2,4
475097,CA,45,Hispanic,M,"B,Sc",4,4,2,1,1,5,3,2,3,4,2,3,5,3,3,5,3,2,3,3,1,2,1,5,4
475121,GA,32,American Indian,M,High School,2,5,3,5,5,4,4,3,1,3,1,1,2,4,3,5,5,3,1,4,4,2,4,1,3
475130,AL,22,American Indian,M,GED,1,5,1,1,5,2,2,3,2,1,5,2,4,3,5,3,3,2,2,1,1,2,3,2,2
475176,CA,49,Asian,M,"B,Sc",2,2,5,5,3,5,5,2,2,1,2,2,4,1,2,5,2,5,3,2,1,5,3,4,1
475185,TX,91,White,F,High School,1,3,4,3,1,1,5,4,3,4,2,5,3,1,2,2,1,4,3,2,2,3,5,3,3
475194,VA,68,Asian,F,M.Sc,4,3,1,3,4,2,3,4,2,3,5,2,5,1,5,3,3,1,4,5,5,2,1,3,1
475200,WA,88,African American,F,M.Sc,1,1,3,5,4,5,5,1,1,1,4,4,4,5,3,1,4,1,1,1,1,5,5,4,5
475228,CA,62,White,M,High School,4,1,3,2,5,1,5,1,4,2,2,2,2,2,5,3,3,4,5,4,1,1,3,4,4
475237,CA,33,American Indian,M,"B,Sc",2,5,2,3,4,5,5,1,5,4,2,2,1,5,5,1,3,1,1,3,5,5,3,5,3
475246,VA,77,Pacific Islander,M,PhD,2,3,3,4,3,5,2,2,1,4,3,5,2,1,2,3,2,1,2,3,4,5,5,5,4
475255,OK,22,American Indian,F,M.Sc,3,3,5,1,3,3,1,1,2,4,2,5,1,1,4,2,4,3,3,3,4,5,2,3,5
475273,MA,29,African American,M,GED,5,3,1,1,2,1,3,1,2,2,4,5,5,5,5,1,1,3,1,3,3,3,1,5,4
475282,CA,34,African American,F,PhD,5,2,2,4,4,5,3,2,5,1,2,2,5,5,5,2,5,1,3,5,1,3,1,3,5
475291,MN,20,American Indian,M,"A,Sc",3,2,4,2,3,5,5,5,1,1,5,3,3,4,1,2,5,2,1,2,5,3,3,2,5
475325,NV,60,White,F,PhD,3,2,1,3,1,1,4,3,2,4,5,5,5,2,4,1,4,1,3,2,1,4,5,2,4
475343,PA,41,American Indian,F,GED,2,3,4,4,3,1,3,4,5,3,5,3,4,1,1,1,4,4,3,2,2,5,2,2,2
475352,GA,69,American Indian,M,"B,Sc",1,2,3,3,3,3,2,2,4,4,5,5,5,5,4,4,2,2,5,1,5,5,1,4,5
475370,GA,90,Asian,F,High School,2,3,2,2,3,2,4,3,2,5,4,4,2,5,5,4,1,3,4,4,3,2,2,3,2
475389,MO,53,Hispanic,M,"B,Sc",2,1,5,3,5,1,2,5,3,1,3,1,4,2,5,2,1,1,2,5,5,2,4,5,4
475404,NY,31,White,M,GED,4,4,4,2,1,1,2,4,4,3,5,4,1,3,3,1,3,4,3,1,2,1,3,5,1
475413,WI,77,American Indian,M,"B,Sc",5,4,5,5,2,1,5,2,2,5,3,3,1,2,3,4,1,4,1,5,3,2,2,2,4
475422,NY,94,Asian,F,PhD,2,1,1,5,4,2,1,4,3,3,5,1,1,4,4,5,4,2,5,4,3,4,2,1,4
475431,NJ,27,Hispanic,F,PhD,1,1,3,5,2,5,4,2,1,4,2,4,1,2,1,5,1,1,2,4,2,1,3,3,1
475440,IL,96,African American,F,PhD,5,5,4,1,2,1,2,4,5,1,5,5,5,5,2,3,3,3,4,1,5,5,5,3,4
475459,MS,48,Hispanic,M,M.Sc,5,4,2,2,2,1,5,4,5,4,2,1,5,1,3,2,2,4,5,3,4,3,5,3,4
475468,NJ,21,White,M,GED,4,5,4,1,4,4,1,5,4,5,5,4,1,5,2,5,1,1,4,3,1,2,4,5,4
475477,FL,39,American Indian,M,High School,4,3,2,4,4,1,4,2,1,4,3,5,3,5,3,2,2,4,4,5,4,3,5,1,1
475486,TX,84,Hispanic,F,M.Sc,5,1,3,1,5,4,3,5,4,2,2,3,1,2,2,1,3,3,2,2,5,5,3,3,5
475495,UT,81,Pacific Islander,M,GED,2,1,2,3,3,1,5,4,1,4,3,3,5,4,1,5,5,2,2,2,5,1,2,5,5
475501,CA,60,Pacific Islander,F,"B,Sc",2,1,1,1,5,4,5,2,1,2,2,2,2,1,5,5,3,2,5,3,3,4,5,3,5
475510,NY,70,Pacific Islander,F,High School,5,2,3,2,1,5,5,5,3,2,4,3,3,2,1,4,1,3,3,2,3,4,4,2,2
475529,IL,64,American Indian,F,High School,5,2,5,3,4,4,3,3,2,5,5,5,3,3,5,1,4,5,2,2,5,2,3,5,5
475538,SC,57,Hispanic,F,M.Sc,5,1,5,5,2,1,1,4,2,1,2,5,4,3,4,3,3,2,4,1,1,4,1,2,2
475547,FL,92,American Indian,M,"B,Sc",2,3,3,2,1,4,1,5,4,3,2,3,3,4,3,5,1,3,5,5,5,1,2,4,4
475556,NC,92,Hispanic,F,"A,Sc",5,1,2,3,5,3,3,3,2,1,5,2,2,1,3,4,3,5,2,2,2,4,5,2,5
475565,NY,30,African American,F,PhD,2,5,4,4,3,5,1,5,3,4,2,4,3,1,3,5,4,5,1,5,2,5,2,2,2
475574,IN,77,African American,M,High School,5,5,1,4,5,5,1,1,2,3,1,1,3,5,5,2,1,1,2,4,2,2,5,3,4
475583,MO,73,Hispanic,F,M.Sc,2,5,5,2,4,4,1,1,2,1,5,4,3,3,1,5,3,5,5,4,4,4,4,3,1
475592,OK,45,Asian,M,M.Sc,5,4,1,3,4,2,2,2,4,1,3,1,1,2,5,5,4,1,2,4,5,2,3,5,1
475608,TX,29,Pacific Islander,M,PhD,4,1,3,4,5,5,4,5,3,4,3,4,3,1,2,3,4,1,3,2,1,2,4,3,1
475617,TN,44,Asian,F,PhD,3,4,3,3,5,2,4,4,5,2,5,5,5,1,1,3,4,1,2,5,3,4,4,1,2
475626,SC,50,African American,M,PhD,3,5,4,1,2,1,4,3,2,4,4,2,5,5,5,2,3,5,3,1,5,1,3,1,1
